event,year,game,is_Bonus,is_TASBot,has_Incentive,has_Goal,developer,publisher,initial_release_year,initial_consoles,initial_consoles_clean,initial_generation,metascore,user_score,was_on_PC
AGDQ,2019,Star Wars Episode I: The Phantom Menace,0,0,1,1,Big Ape Productions,LucasArts,1999,"PC, PlayStation","PC, PlayStation",5,56,6,1
AGDQ,2019,Dragon's Lair: The Legend,0,0,0,0,MotiveTime Ltd.,Elite Systems,1991,NES,NES,3,N/A,N/A,0
AGDQ,2019,Sword of Sodan,0,0,1,1,Discovery Software,Discovery Software,1988,Amiga,PC,Various,N/A,N/A,0
AGDQ,2019,FÃ©rias Frustradas do Pica-Pau,0,0,0,0,Tectoy,Tectoy,1995,Master System,Sega Master System,3,N/A,N/A,0
AGDQ,2019,Home Alone 2: Lost in New York,0,0,0,0,Imagineering,THQ,1992,"NES, SNES, Game Boy","NES, SNES, Game Boy",3,N/A,N/A,0
AGDQ,2019,Garfield: A Week of Garfield,0,0,0,0,Mars Corp.,Towa Chiki,1989,Famicom,NES,3,N/A,N/A,0
AGDQ,2019,Monkey King,0,0,0,0,Inventor,pacnsacdave,1997,NES,NES,3,N/A,N/A,0
AGDQ,2019,Trio the Punch: Never Forget Me,0,0,1,1,Data East,Data East,1990,Arcade,Arcade,Various,N/A,N/A,0
AGDQ,2019,Metal Gear (NES),0,0,0,0,Konami,Ultra Games,1987,NES,NES,3,N/A,N/A,0
AGDQ,2019,Metal Gear 2: Solid Snake,0,0,0,0,Konami,Konami,1990,MSX2,PC,Various,N/A,N/A,0
AGDQ,2019,Ninja Five-O,0,0,0,0,Hudson Soft,Konami,2003,Game Boy Advance,Game Boy Advance,6,N/A,N/A,0
AGDQ,2019,Lara Croft and the Guardian of Light,0,0,0,0,Crystal Dynamics,Square Enix,2010,Xbox 360,Xbox 360,7,85,8,0
AGDQ,2019,Overload,0,0,0,0,Revival Productions,Revival Productions,2018,PC,PC,Various,84,8.1,1
AGDQ,2019,Prey,0,0,0,0,Arkane Studios,Bethesda Softworks,2017,"PC, PS4, Xbox One","PC, PS4, Xbox One",8,82,7.8,1
AGDQ,2019,Dishonored: Death of the Outsider,0,0,0,0,Arkane Studios,Bethesda Softworks,2017,"PC, PS4, Xbox One","PC, PS4, Xbox One",8,82,7.5,1
AGDQ,2019,Ultimate Doom,0,0,0,0,id Software,GT Interactive,1995,PC,PC,Various,N/A,N/A,1
AGDQ,2019,Doom 2: Hell On Earth,0,0,0,0,id Software,GT Interactive,1994,PC,PC,Various,N/A,N/A,1
AGDQ,2019,Chex Quest,0,0,1,1,Digital Café,Ralston Purina,1996,PC,PC,Various,N/A,N/A,1
AGDQ,2019,Crypt of the NecroDancer: AMPLIFIED,0,0,0,0,Brace Yourself Games,Brace Yourself Games,2017,PC,PC,Various,N/A,N/A,1
AGDQ,2019,The Messenger,0,0,0,0,Sabotage Studio,Devolver Digital,2018,"PC, Switch","PC, Switch",9,86,8.2,1
AGDQ,2019,Dead Cells,0,0,0,0,Motion Twin,Motion Twin,2018,"PC, PS4, Xbox One, Switch","PC, PS4, Xbox One, Switch",8,91,8.4,1
AGDQ,2019,Cuphead,1,0,1,1,Studio MDHR,Studio MDHR,2017,"PC, Xbox One","PC, Xbox One",8,86,8.2,1
AGDQ,2019,Celeste,0,0,1,0,Matt Makes Games,Matt Makes Games,2018,"PC, PS4, Xbox One, Switch","PC, PS4, Xbox One, Switch",8,94,8.8,1
AGDQ,2019,The Legend of Zelda: The Wind Waker HD,0,0,1,0,Nintendo,Nintendo,2013,Wii U,Wii U,8,90,8.9,0
AGDQ,2019,Pac-Man: Championship Edition 2,0,0,1,1,Bandai Namco Studios,Bandai Namco Entertainment,2016,"PC, PS4, Xbox One","PC, PS4, Xbox One",8,80,7,1
AGDQ,2019,Klonoa: Door to Phantomile,0,0,1,0,Namco,Namco,1997,PlayStation,PlayStation,5,N/A,N/A,0
AGDQ,2019,Ratchet & Clank: Up Your Arsenal,0,0,1,1,Insomniac Games,Sony Computer Entertainment,2004,PS2,PS2,6,91,9,0
AGDQ,2019,Metroid Fusion,0,0,0,0,Nintendo R&D1,Nintendo,2002,Game Boy Advance,Game Boy Advance,6,92,8.9,0
AGDQ,2019,Diablo 2: Lord of Destruction,0,0,1,0,Blizzard North,Blizzard Entertainment,2001,PC,PC,Various,N/A,N/A,1
AGDQ,2019,Divinity: Original Sin 2,0,0,0,0,Larian Studios,Larian Studios,2017,PC,PC,Various,93,8.8,1
AGDQ,2019,Grand Theft Auto: Vice City,0,0,0,0,Rockstar North,Rockstar Games,2002,PS2,PS2,6,95,8.9,0
AGDQ,2019,Pokemon Gold,0,0,0,0,Game Freak,Nintendo,1999,Game Boy Color,Game Boy Color,5,N/A,N/A,0
AGDQ,2019,Final Fantasy IV - Free Enterprise,0,0,1,0,Community Developers,N/A,2017,PC,PC,Various,N/A,N/A,1
AGDQ,2019,TASBot plays mari0 (SMB1 + Portal gun),0,1,0,0,Nintendo,Nintendo,1985,NES,NES,3,N/A,N/A,0
AGDQ,2019,TASBot plays Castlevania: Aria of Sorrow,0,1,0,0,Konami,Konami,2003,Game Boy Advance,Game Boy Advance,6,91,8.9,0
AGDQ,2019,Twitch Plays Super Scribblenauts,1,1,1,1,5th Cell,Warner Bros. Interactive Entertainment,2010,Nintendo DS,Nintendo DS,6,81,8,0
AGDQ,2019,Super Mario Sunshine,0,0,0,0,Nintendo EAD,Nintendo,2002,GameCube,GameCube,6,92,8.8,0
AGDQ,2019,Final Fantasy IX,0,0,1,0,Square,Square,2000,PlayStation,PlayStation,5,94,9,0
AGDQ,2019,Puyo Puyo Tetris,0,0,0,0,Sonic Team,Sega,2014,"Nintendo 3DS, Wii U, PS3, PS4, Xbox One, Switch","Nintendo 3DS, Wii U, PS3, PS4, Xbox One, Switch",7,81,8.2,0
AGDQ,2019,Luigi's Mansion,0,0,1,1,Nintendo,Nintendo,2001,GameCube,GameCube,6,78,8,0
AGDQ,2019,I wanna kill the Kamilia 2,0,0,0,0,Kamilia,Kamilia,2012,PC,PC,Various,N/A,N/A,1
AGDQ,2019,The Legend of Zelda: A Link to the Past,0,0,0,0,Nintendo,Nintendo,1991,SNES,SNES,4,95,9.2,0
AGDQ,2019,Dark Souls III,0,0,1,1,FromSoftware,Bandai Namco Entertainment,2016,"PS4, Xbox One, PC","PS4, Xbox One, PC",8,89,8.7,1
AGDQ,2019,Bloodborne,1,0,1,1,FromSoftware,Sony Computer Entertainment,2015,PS4,PS4,8,92,8.9,0
AGDQ,2019,Quickie World,0,0,0,0,Quickie,Quickie,2018,SNES (ROM hack),SNES,4,N/A,N/A,0
AGDQ,2019,Super Gracie World,0,0,1,1,Gracie,Gracie,2019,SNES (ROM hack),SNES,4,N/A,N/A,0
AGDQ,2019,Super Mario Odyssey,0,0,1,1,Nintendo EPD,Nintendo,2017,Switch,Switch,9,97,8.9,0
AGDQ,2019,Super Metroid,0,0,1,0,Nintendo R&D1,Nintendo,1994,SNES,SNES,4,96,9.4,0
AGDQ,2018,007: Agent Under Fire,0,0,0,0,EA Redwood Shores,Electronic Arts,2001,"PlayStation 2, GameCube, Xbox","PS2, GameCube, Xbox",6,73,7.2,0
AGDQ,2018,Animorphs: Shattered Reality,0,0,0,0,SingleTrac,Infogrames,2000,PlayStation,PlayStation,5,N/A,N/A,0
AGDQ,2018,Arabian Nights,0,0,0,0,Silmarils,Silmarils,1993,"Amiga, MS-DOS",PC,Various,N/A,N/A,1
AGDQ,2018,Armed With Wings: Rearmed,0,0,1,1,Sun-Studios,Sun-Studios,2017,PC,PC,Various,N/A,N/A,1
AGDQ,2018,Athena,0,0,1,1,SNK,SNK,1986,Arcade,Arcade,Various,N/A,N/A,0
AGDQ,2018,Baldur's Gate 2: Enhanced Edition,0,0,1,0,Overhaul Games,Atari,2013,PC,PC,Various,78,7.8,1
AGDQ,2018,Batman: Arkham Asylum,0,0,0,0,Rocksteady Studios,Eidos Interactive,2009,"PlayStation 3, Xbox 360, PC","PS3, Xbox 360, PC",7,91,8.7,1
AGDQ,2018,Batman: The Video Game,0,0,0,0,Sunsoft,Sunsoft,1989,NES,NES,3,N/A,N/A,0
AGDQ,2018,BattleBlock Theater,0,0,0,0,The Behemoth,Microsoft Studios,2013,Xbox 360,Xbox 360,7,85,8.1,0
AGDQ,2018,Battletoads,0,0,1,1,Rare,Tradewest,1991,NES,NES,3,N/A,N/A,0
AGDQ,2018,Battletoads Arcade,0,0,1,0,Rare,Electronic Arts,1994,Arcade,Arcade,Various,N/A,N/A,0
AGDQ,2018,Blaster Master Zero,0,0,1,0,Inti Creates,Inti Creates,2017,Nintendo Switch,Switch,9,80,7.8,0
AGDQ,2018,Bloodborne,0,0,0,0,FromSoftware,Sony Computer Entertainment,2015,PlayStation 4,PS4,8,92,8.9,0
AGDQ,2018,Blood II: The Chosen,0,0,1,0,Monolith Productions,GT Interactive,1998,PC,PC,Various,78,7.5,1
AGDQ,2018,Bubsy II,0,0,0,0,Accolade,Accolade,1994,"SNES, Genesis","SNES, Sega Genesis",4,N/A,N/A,0
AGDQ,2018,Burnout Paradise,0,0,1,0,Criterion Games,Electronic Arts,2008,"PlayStation 3, Xbox 360, PC","PS3, Xbox 360, PC",7,88,8.4,1
AGDQ,2018,Castlevania: Harmony of Dissonance,0,0,1,1,Konami,Konami,2002,Game Boy Advance,Game Boy Advance,6,87,8.5,0
AGDQ,2018,Castlevania: Symphony of the Night,0,0,0,0,Konami,Konami,1997,PlayStation,PlayStation,5,93,9.1,0
AGDQ,2018,Cat Quest,0,0,0,0,The Gentlebros,PQube,2017,"iOS, Android, PC","Mobile, PC",Various,78,7.6,1
AGDQ,2018,Chip 'N Dale: Rescue Rangers,0,0,0,0,Capcom,Capcom,1990,NES,NES,3,N/A,N/A,0
AGDQ,2018,Cloudbuilt,0,0,0,0,Coilworks,Rising Star Games,2014,PC,PC,Various,73,7.4,1
AGDQ,2018,Contra,0,0,0,0,Konami,Konami,1987,Arcade,Arcade,Various,N/A,N/A,0
AGDQ,2018,Contra III: The Alien Wars,0,0,0,0,Konami,Konami,1992,SNES,SNES,4,N/A,N/A,0
AGDQ,2018,Crash Bandicoot N. Sane Trilogy,0,0,1,1,Vicarious Visions,Activision,2017,PlayStation 4,PS4,8,80,8,0
AGDQ,2018,Dark Souls 3,1,0,1,1,FromSoftware,Bandai Namco Entertainment,2016,"PlayStation 4, Xbox One, PC","PS4, Xbox One, PC",8,89,8.7,1
AGDQ,2018,Deadly Towers,0,0,0,0,Lenar,Broderbund,1986,NES,NES,3,N/A,N/A,0
AGDQ,2018,Densha de D: Lightning Stage,0,0,0,0,N/A,N/A,2010,PC,PC,Various,N/A,N/A,1
AGDQ,2018,Diablo,0,0,1,1,Blizzard North,Blizzard Entertainment,1996,PC,PC,Various,94,8.9,1
AGDQ,2018,Dishonored,0,0,1,1,Arkane Studios,Bethesda Softworks,2012,"PlayStation 3, Xbox 360, PC","PS3, Xbox 360, PC",7,91,8.6,1
AGDQ,2018,Disney's Aladdin,0,0,1,1,Virgin Games,Sega,1993,Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2018,Disney's Toy Story,0,0,0,0,Traveller's Tales,Disney Interactive,1995,"SNES, Genesis","SNES, Sega Genesis",4,N/A,N/A,0
AGDQ,2018,Dog's Life,0,0,0,0,Frontier Developments,Sony Computer Entertainment,2003,PlayStation 2,PS2,6,67,7.8,0
AGDQ,2018,Donkey Kong Country,1,0,1,1,Rare,Nintendo,1994,SNES,SNES,4,N/A,N/A,0
AGDQ,2018,Donkey Kong Country 2: Diddy's Kong Quest,0,0,0,0,Rare,Nintendo,1995,SNES,SNES,4,N/A,N/A,0
AGDQ,2018,Dragon Warrior,0,0,0,0,Chunsoft,Enix,1986,NES,NES,3,N/A,N/A,0
AGDQ,2018,Duke Nukem 3D,0,0,1,1,3D Realms,GT Interactive,1996,PC,PC,Various,N/A,N/A,1
AGDQ,2018,DYE,0,0,0,0,Bat Country Games,Bat Country Games,2016,PC,PC,Various,N/A,N/A,1
AGDQ,2018,Dying Light,0,0,1,0,Techland,Warner Bros. Interactive Entertainment,2015,"PC, PS4, Xbox One","PC, PS4, Xbox One",8,74,8,1
AGDQ,2018,Dynamite Headdy,0,0,0,0,Treasure,Sega,1994,Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2018,Earnest Evans,0,0,0,0,Wolf Team,Renovation Products,1991,Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2018,El Matador,0,0,0,0,Plastic Reality Technologies,Cenega Publishing,2006,PC,PC,Various,55,6.5,1
AGDQ,2018,Enviro-Bear 2000,0,0,1,0,Justin Smith,Captain Games,2009,iOS,Mobile,Various,N/A,N/A,0
AGDQ,2018,Environmental Station Alpha,0,0,0,0,Hempuli,Hempuli,2015,PC,PC,Various,N/A,N/A,1
AGDQ,2018,Final Fantasy IV,0,0,1,1,Square,Square,1991,SNES,SNES,4,N/A,N/A,0
AGDQ,2018,Fire Emblem: The Sacred Stones,0,0,1,0,Intelligent Systems,Nintendo,2004,Game Boy Advance,Game Boy Advance,6,N/A,N/A,0
AGDQ,2018,F-Zero GX,0,0,0,0,Amusement Vision,Nintendo,2003,GameCube,GameCube,6,89,8.9,0
AGDQ,2018,Gargoyles,0,0,0,0,Disney Interactive,Buena Vista Interactive,1995,Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2018,Gex 3: Deep Cover Gecko,0,0,0,0,Crystal Dynamics,Eidos Interactive,1999,"PlayStation, Nintendo 64","PlayStation, N64",5,N/A,N/A,0
AGDQ,2018,Guerrilla War,0,0,0,0,SNK,SNK,1987,Arcade,Arcade,Various,N/A,N/A,0
AGDQ,2018,Gunners Heaven,0,0,0,0,Media.Vision,Sony Computer Entertainment,1995,PlayStation,PlayStation,5,N/A,N/A,0
AGDQ,2018,HackyZack,0,0,0,0,Spaceboy Games,Digerati,2017,PC,PC,Various,N/A,N/A,1
AGDQ,2018,Half-Life: Opposing Force,0,0,0,0,Gearbox Software,Sierra Studios,1999,PC,PC,Various,85,8.9,1
AGDQ,2018,Halo 5: Guardians,0,0,0,0,343 Industries,Microsoft Studios,2015,Xbox One,Xbox One,8,84,6.4,0
AGDQ,2018,Hollow Knight,0,0,1,1,Team Cherry,Team Cherry,2017,PC,PC,Various,87,9,1
AGDQ,2018,Holy Diver,0,0,0,0,Irem,Irem,1989,NES,NES,3,N/A,N/A,0
AGDQ,2018,Home Alone 2: Lost in New York,0,0,0,0,Imagineering,THQ,1992,"NES, SNES","NES, SNES",3,N/A,N/A,0
AGDQ,2018,Hyper Light Drifter,0,0,1,1,Heart Machine,Heart Machine,2016,PC,PC,Various,84,7.8,1
AGDQ,2018,inFAMOUS First Light,0,0,0,0,Sucker Punch Productions,Sony Computer Entertainment,2014,PS4,PS4,8,73,7.4,0
AGDQ,2018,I wanna be the Boshy,1,0,1,1,"Jesper ""Solgryn"" Erlandsen",N/A,2010,PC,PC,Various,N/A,N/A,1
AGDQ,2018,I wanna Run the Marathon,0,0,0,0,N/A,N/A,2014,PC,PC,Various,N/A,N/A,1
AGDQ,2018,Jak and Daxter: The Precursor Legacy,0,0,0,0,Naughty Dog,Sony Computer Entertainment,2001,PlayStation 2,PS2,6,90,8.9,0
AGDQ,2018,Journey to Silius,0,0,0,0,Sunsoft,Sunsoft,1990,NES,NES,3,N/A,N/A,0
AGDQ,2018,Kamiko,0,0,0,0,Skipmore,Flyhigh Works,2017,Nintendo Switch,Switch,9,70,7.2,0
AGDQ,2018,Kid Icarus,0,0,0,0,Nintendo R&D1,Nintendo,1986,NES,NES,3,N/A,N/A,0
AGDQ,2018,Kingdom Hearts: Birth by Sleep Final Mix HD,0,0,1,0,Square Enix,Square Enix,2014,PlayStation 3,PS3,7,N/A,N/A,0
AGDQ,2018,Kirby: Canvas Curse,0,0,0,0,HAL Laboratory,Nintendo,2005,Nintendo DS,Nintendo DS,6,86,8.5,0
AGDQ,2018,Left 4 Dead 2,0,0,1,1,Valve,Valve,2009,"PC, Xbox 360","PC, Xbox 360",7,89,8.4,1
AGDQ,2018,LittleBigPlanet 2,0,0,0,0,Media Molecule,Sony Computer Entertainment,2011,PlayStation 3,PS3,7,91,8.7,0
AGDQ,2018,Little Nemo: The Dream Master,0,0,0,0,Capcom,Capcom,1990,NES,NES,3,N/A,N/A,0
AGDQ,2018,Lovely Planet,0,0,0,0,QUICKTEQUILA,tinyBuild,2014,PC,PC,Various,70,7,1
AGDQ,2018,Magical Pop'n,0,0,0,0,Polestar,Pack-In-Video,1995,Super Famicom,SNES,4,N/A,N/A,0
AGDQ,2018,Mario & Luigi: Superstar Saga,0,0,0,0,AlphaDream,Nintendo,2003,Game Boy Advance,Game Boy Advance,6,90,9,0
AGDQ,2018,Mass Effect,0,0,1,0,BioWare,Microsoft Game Studios,2007,Xbox 360,Xbox 360,7,91,8.5,0
AGDQ,2018,Mega Man 1 - 3 Team Relay Race,0,0,0,0,Capcom,Capcom,1987,NES,NES,3,N/A,N/A,0
AGDQ,2018,Mega Man X,0,0,0,0,Capcom,Capcom,1993,SNES,SNES,4,N/A,N/A,0
AGDQ,2018,Mega Man X4,0,0,0,0,Capcom,Capcom,1997,"PlayStation, Sega Saturn","PlayStation, Sega Saturn",5,N/A,N/A,0
AGDQ,2018,Mega Man Zero 3,0,0,0,0,Inti Creates,Capcom,2004,Game Boy Advance,Game Boy Advance,6,N/A,N/A,0
AGDQ,2018,Metal Gear Solid,0,0,1,0,Konami,Konami,1998,PlayStation,PlayStation,5,94,9,0
AGDQ,2018,Metal Gear Solid 3: Snake Eater,0,0,1,1,Konami,Konami,2004,PlayStation 2,PS2,6,91,9.1,0
AGDQ,2018,Metroid,0,0,1,0,Nintendo R&D1,Nintendo,1986,NES,NES,3,N/A,N/A,0
AGDQ,2018,Metroid Prime 3: Corruption,0,0,0,0,Retro Studios,Nintendo,2007,Wii,Wii,7,90,8.9,0
AGDQ,2018,Mike Tyson's Punch-Out!! + Super Punch-Out!!,1,0,1,1,Nintendo,Nintendo,1987,"NES, SNES","NES, SNES",3,N/A,N/A,0
AGDQ,2018,Mitsume Ga Tooru,0,0,0,0,Tom Create,Natsume,1992,NES,NES,3,N/A,N/A,0
AGDQ,2018,Ori and the Blind Forest: Definitive Edition,0,0,1,1,Moon Studios,Microsoft Studios,2016,"PC, Xbox One","PC, Xbox One",8,88,8.9,1
AGDQ,2018,Owlboy,0,0,0,0,D-Pad Studio,D-Pad Studio,2016,PC,PC,Various,88,8.1,1
AGDQ,2018,Pac-Man World 2,0,0,0,0,Namco,Namco,2002,"PlayStation 2, GameCube, Xbox","PS2, GameCube, Xbox",6,73,7.8,0
AGDQ,2018,Panic Restaurant,0,0,0,0,EIM,Taito,1992,NES,NES,3,N/A,N/A,0
AGDQ,2018,Pokemon Black/White Version 2,0,0,1,0,Game Freak,Nintendo,2012,Nintendo DS,Nintendo DS,6,80,8.5,0
AGDQ,2018,Pop'n Twinbee: Rainbow Bell Adventures,0,0,0,0,Konami,Konami,1994,Super Famicom,SNES,4,N/A,N/A,0
AGDQ,2018,Prey,0,0,0,0,Arkane Studios,Bethesda Softworks,2017,"PC, PlayStation 4, Xbox One","PC, PS4, Xbox One",8,82,7.8,1
AGDQ,2018,Princess Rescue,0,0,0,0,Chris Spry,AtariAge,2013,Atari 2600,Atari 2600,2,N/A,N/A,0
AGDQ,2018,"Prinny 2: Dawn of Operation Panties, Dood!",0,0,0,0,Nippon Ichi Software,NIS America,2010,PlayStation Portable,PSP,6,70,7.5,0
AGDQ,2018,Quantum Conundrum,0,0,0,0,Airtight Games,Square Enix,2012,PC,PC,Various,76,7.1,1
AGDQ,2018,Ratchet & Clank,0,0,0,0,Insomniac Games,Sony Computer Entertainment,2002,PlayStation 2,PS2,6,88,8.9,0
AGDQ,2018,Rayman,0,0,0,0,Ubisoft Montpellier,Ubisoft,1995,"Atari Jaguar, PlayStation","Atari Jaguar, PlayStation",5,N/A,N/A,0
AGDQ,2018,Resident Evil 3: Nemesis,0,0,0,0,Capcom,Capcom,1999,PlayStation,PlayStation,5,79,8.5,0
AGDQ,2018,Resident Evil 7 biohazard,0,0,0,0,Capcom,Capcom,2017,"PlayStation 4, Xbox One, PC","PS4, Xbox One, PC",8,86,8.1,1
AGDQ,2018,Rex Ronan: Experimental Surgeon,0,0,0,0,Sculptured Software,Raya Systems,1994,SNES,SNES,4,N/A,N/A,0
AGDQ,2018,Risk of Rain,0,0,1,1,Hopoo Games,Chucklefish,2013,PC,PC,Various,77,8,1
AGDQ,2018,Ristar,0,0,0,0,Sonic Team,Sega,1995,Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2018,Rockman & Forte,0,0,0,0,Capcom,Capcom,1998,Super Famicom,SNES,4,N/A,N/A,0
AGDQ,2018,Secret of Evermore,0,0,1,1,Square,Square,1995,SNES,SNES,4,N/A,N/A,0
AGDQ,2018,Serious Sam 3: BFE,0,0,0,0,Croteam,Devolver Digital,2011,PC,PC,Various,72,7.5,1
AGDQ,2018,Silent Hill,0,0,0,0,Konami,Konami,1999,PlayStation,PlayStation,5,86,9,0
AGDQ,2018,Snake Rattle 'n Roll,0,0,0,0,Rare,Nintendo,1990,NES,NES,3,N/A,N/A,0
AGDQ,2018,Sonic Advance 3,0,0,0,0,Dimps,Sega,2004,Game Boy Advance,Game Boy Advance,6,77,8.2,0
AGDQ,2018,Sonic Adventure 2: Battle,0,0,0,0,Sonic Team,Sega,2001,Dreamcast,Dreamcast,6,89,8.6,0
AGDQ,2018,Sonic Mania,0,0,0,0,"Christian Whitehead, Headcannon, PagodaWest Games",Sega,2017,"PlayStation 4, Xbox One, Nintendo Switch, PC","PS4, Xbox One, Nintendo Switch, PC",8,86,8.6,1
AGDQ,2018,Spelunky,0,0,1,1,Mossmouth,Mossmouth,2008,PC,PC,Various,N/A,N/A,1
AGDQ,2018,Spider-Man 3: Invasion of the Spider-Slayers,0,0,0,0,B.I.T.S.,Acclaim Entertainment,1993,Game Boy,Game Boy,3,N/A,N/A,0
AGDQ,2018,Splatoon 2,0,0,1,1,Nintendo EPD,Nintendo,2017,Nintendo Switch,Switch,9,83,8.2,0
AGDQ,2018,Star Fox 2,0,0,0,0,Nintendo EAD,Nintendo,2017,SNES Classic Edition,SNES,4,N/A,N/A,0
AGDQ,2018,Star Wars: Jedi Knight - Jedi Academy,0,0,1,1,Raven Software,LucasArts,2003,PC,PC,Various,81,8.9,1
AGDQ,2018,Strider,0,0,0,0,Double Helix Games,Capcom,2014,"PlayStation 3, PlayStation 4, Xbox 360, Xbox One, PC","PS3, PS4, Xbox 360, Xbox One, PC",7,77,7.5,1
AGDQ,2018,Sub-Terrania,0,0,0,0,Zyrinx,Sega,1994,Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2018,Super Dram World 2,1,0,1,1,PangaeaPanga,N/A,2017,SNES (ROM hack),SNES,4,N/A,N/A,0
AGDQ,2018,Super Lovely Planet,0,0,0,0,QUICKTEQUILA,tinyBuild,2017,PC,PC,Various,N/A,N/A,1
AGDQ,2018,Superman 64,1,0,1,1,Titus Interactive,Titus Interactive,1999,Nintendo 64,N64,5,23,1.3,0
AGDQ,2018,Super Mario 3D World,0,0,1,1,Nintendo EAD Tokyo,Nintendo,2013,Wii U,Wii U,8,93,8.8,0
AGDQ,2018,Super Mario Galaxy,0,0,1,0,Nintendo EAD Tokyo,Nintendo,2007,Wii,Wii,7,97,9,0
AGDQ,2018,Super Mario Land 2: 6 Golden Coins,0,0,0,0,Nintendo R&D1,Nintendo,1992,Game Boy,Game Boy,3,N/A,N/A,0
AGDQ,2018,Super Mario Sunshine,0,0,0,0,Nintendo EAD,Nintendo,2002,GameCube,GameCube,6,92,8.5,0
AGDQ,2018,Super Mario World,0,0,0,0,Nintendo EAD,Nintendo,1990,SNES,SNES,4,N/A,N/A,0
AGDQ,2018,Super Mario World 2: Yoshi's Island,0,0,1,1,Nintendo EAD,Nintendo,1995,SNES,SNES,4,N/A,N/A,0
AGDQ,2018,Super Monkey Ball,0,0,1,1,Amusement Vision,Sega,2001,GameCube,GameCube,6,87,8.6,0
AGDQ,2018,TAIKER,0,0,1,1,Team 4U,Team 4U,2017,PC,PC,Various,N/A,N/A,1
AGDQ,2018,TASBot vs Super Monkey Ball,1,1,1,1,Amusement Vision,Sega,2001,GameCube,GameCube,6,87,8.6,0
AGDQ,2018,Teenage Mutant Ninja Turtles,0,0,0,0,Konami,Konami,1989,NES,NES,3,N/A,N/A,0
AGDQ,2018,Teenage Mutant Ninja Turtles: The Hyperstone Heist,0,0,0,0,Konami,Konami,1992,Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2018,The Addams Family,0,0,0,0,Ocean Software,Ocean Software,1992,Various,Various,Various,N/A,N/A,0
AGDQ,2018,The Blues Brothers,0,0,0,0,Titus Interactive,Titus Interactive,1991,Various,Various,Various,N/A,N/A,0
AGDQ,2018,The Elder Scrolls V: Skyrim,0,0,0,0,Bethesda Game Studios,Bethesda Softworks,2011,"PC, PS3, Xbox 360","PC, PS3, Xbox 360",7,94,8.5,1
AGDQ,2018,The End Is Nigh,0,0,0,0,"Edmund McMillen, Tyler Glaiel",Edmund McMillen,2017,PC,PC,Various,84,7.8,1
AGDQ,2018,The Legend of the Mystical Ninja,0,0,0,0,Konami,Konami,1991,SNES,SNES,4,N/A,N/A,0
AGDQ,2018,The Legend of Zelda,0,0,0,0,Nintendo R&D4,Nintendo,1986,NES,NES,3,N/A,N/A,0
AGDQ,2018,The Legend of Zelda: A Link to the Past,0,0,1,1,Nintendo EAD,Nintendo,1991,SNES,SNES,4,N/A,N/A,0
AGDQ,2018,The Legend of Zelda: Breath of the Wild,0,0,1,1,Nintendo EPD,Nintendo,2017,"Switch, Wii U","Switch, Wii U",8,97,8.7,0
AGDQ,2018,The Legend of Zelda: Ocarina of Time,0,0,1,1,Nintendo EAD,Nintendo,1998,N64,N64,5,N/A,N/A,0
AGDQ,2018,The Simpsons: Bart vs. the Space Mutants,0,0,0,0,Imagineering,Acclaim Entertainment,1991,NES,NES,3,N/A,N/A,0
AGDQ,2018,Tinertia,0,0,0,0,Candescent Games,Candescent Games,2015,PC,PC,Various,N/A,N/A,1
AGDQ,2018,Tintin in Tibet,0,0,1,1,Infogrames,Infogrames,1995,"SNES, Genesis","SNES, Sega Genesis",4,N/A,N/A,0
AGDQ,2018,Titenic,0,0,0,0,Hummer Team,N/A,1997,NES (unlicensed),NES,3,N/A,N/A,0
AGDQ,2018,Turok 2: Seeds of Evil Remastered,0,0,0,0,Nightdive Studios,Nightdive Studios,2017,PC,PC,Various,79,7.8,1
AGDQ,2018,Ultima VI: The False Prophet,0,0,1,0,Origin Systems,Origin Systems,1990,PC,PC,Various,N/A,N/A,1
AGDQ,2018,Umihara Kawase,0,0,0,0,TNN,TNN,1994,SNES,SNES,4,N/A,N/A,0
AGDQ,2018,Warcraft III: Reign of Chaos,0,0,0,0,Blizzard Entertainment,Blizzard Entertainment,2002,PC,PC,Various,92,8.9,1
AGDQ,2018,Wario Land 4,0,0,0,0,Nintendo R&D1,Nintendo,2001,Game Boy Advance,Game Boy Advance,6,N/A,N/A,0
AGDQ,2018,Wario's Woods,0,0,0,0,Nintendo R&D1,Nintendo,1994,"NES, SNES","NES, SNES",3,N/A,N/A,0
AGDQ,2018,WaveLand,0,0,0,0,Thomas Janson,Thomas Janson,2015,PC,PC,Various,N/A,N/A,1
AGDQ,2018,Wizards & Warriors,0,0,1,1,Rare,Acclaim Entertainment,1987,NES,NES,3,N/A,N/A,0
AGDQ,2018,Wonder Boy: The Dragon's Trap,0,0,0,0,Lizardcube,DotEmu,2017,"PC, PS4, Xbox One, Switch","PC, PS4, Xbox One, Switch",8,79,7.9,1
